cluster_kmeans,first_serve_pct,first_serve_win_pct,second_serve_win_pct,ace_rate,df_rate,bp_save_pct,service_pts_won_pct,return_pts_won_pct,dominance_ratio
0,0.610478730284523,0.7161449726363326,0.5153773947089078,0.07373711586866089,0.03371128802401977,0.5899369009967319,0.6369510128876791,0.36577613046242946,1.8445808265541
1,0.6120946615669254,0.6662226411186652,0.4814966041453068,0.04728389069509638,0.03920194265308649,0.5453832323186235,0.5931320939103483,0.3610186538661956,1.748960312511943
2,0.6104320971891897,0.7548331191167076,0.5118030871502058,0.1269546315360123,0.04379370339935681,0.6157990495406472,0.6595401594017151,0.3291114901559073,2.140677185623746
